Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds
3-Oct-15,14:30,West Coast,Hawthorn,MCG,61,107,Y,8,13,16,11,2.39,1.58
26-Sep-15,17:45,West Coast,North Melbourne,Domain Stadium,80,55,Y,10,20,7,13,1.19,4.74
25-Sep-15,18:20,Fremantle,Hawthorn,Domain Stadium,67,94,Y,10,7,15,4,2.25,1.65
19-Sep-15,19:20,Sydney,North Melbourne,ANZ Stadium,51,77,Y,7,9,11,11,1.62,2.3
18-Sep-15,19:50,Hawthorn,Adelaide,MCG,135,61,Y,21,9,8,13,1.3,3.56
13-Sep-15,15:20,Richmond,North Melbourne,MCG,88,105,Y,14,4,15,15,1.58,2.38
12-Sep-15,19:20,Western Bulldogs,Adelaide,MCG,102,109,Y,14,18,16,13,1.9,1.9
12-Sep-15,13:10,Fremantle,Sydney,Domain Stadium,69,60,Y,10,9,7,18,1.33,3.35
11-Sep-15,18:20,West Coast,Hawthorn,Domain Stadium,96,64,Y,14,12,9,10,2.39,1.57
6-Sep-15,15:20,Collingwood,Essendon,MCG,92,95,,14,8,14,11,1.28,3.65
6-Sep-15,13:10,Melbourne,GWS Giants,Etihad Stadium,103,77,,15,13,11,11,2.35,1.59
5-Sep-15,17:40,West Coast,St Kilda,Domain Stadium,125,30,,18,17,4,6,1.04,10.33
5-Sep-15,19:25,Sydney,Gold Coast,SCG,127,64,,19,13,9,10,1.04,10.57
5-Sep-15,16:40,Hawthorn,Carlton,MCG,113,56,,17,11,8,8,1.01,14.36
5-Sep-15,15:20,Port Adelaide,Fremantle,Adelaide Oval,122,53,,18,14,8,5,1.06,8.64
5-Sep-15,13:45,Brisbane,Western Bulldogs,Gabba,130,122,,19,16,19,8,4.24,1.22
5-Sep-15,13:05,Geelong,Adelaide,Simonds Stadium,119,80,,17,17,11,14,2.16,1.69
4-Sep-15,19:50,Richmond,North Melbourne,Etihad Stadium,108,67,,16,12,10,7,1.08,8.03
30-Aug-15,14:40,Fremantle,Melbourne,Domain Stadium,108,54,,17,6,8,6,1.07,8.37
30-Aug-15,15:20,St Kilda,Sydney,Etihad Stadium,38,135,,4,14,20,15,4.16,1.23
30-Aug-15,13:10,Adelaide,West Coast,Adelaide Oval,126,69,,19,12,10,9,2.01,1.78
29-Aug-15,19:20,Essendon,Richmond,MCG,47,74,,7,5,10,14,6.35,1.12
29-Aug-15,19:20,Gold Coast,Port Adelaide,Metricon Stadium,51,88,,7,9,12,16,3.22,1.35
29-Aug-15,16:35,North Melbourne,Western Bulldogs,Etihad Stadium,73,96,,10,13,14,12,1.63,2.27
29-Aug-15,14:10,Hawthorn,Brisbane,Aurora Stadium,134,62,,21,8,9,8,1.02,12.6
29-Aug-15,13:45,GWS Giants,Carlton,Spotless Stadium,132,51,,20,12,7,9,1.2,4.59
28-Aug-15,19:50,Geelong,Collingwood,MCG,62,110,,9,8,17,8,1.41,2.93
23-Aug-15,14:40,West Coast,Western Bulldogs,Domain Stadium,162,85,,25,12,13,7,1.3,3.56
23-Aug-15,15:20,Carlton,Melbourne,MCG,78,55,,12,6,7,13,3.08,1.38
23-Aug-15,13:10,North Melbourne,Fremantle,Etihad Stadium,94,83,,14,10,12,11,1.66,2.23
22-Aug-15,19:10,Adelaide,Brisbane,Adelaide Oval,131,44,,20,11,6,8,1.07,8.81
22-Aug-15,19:20,St Kilda,Geelong,Etihad Stadium,97,97,,14,13,15,7,4.4,1.21
22-Aug-15,16:35,Gold Coast,Essendon,Metricon Stadium,97,95,,14,13,14,11,1.52,2.52
22-Aug-15,14:10,GWS Giants,Sydney,Spotless Stadium,44,133,,6,8,20,13,2.53,1.52
22-Aug-15,13:45,Collingwood,Richmond,MCG,56,147,,7,14,23,9,2.92,1.41
21-Aug-15,19:50,Hawthorn,Port Adelaide,Etihad Stadium,86,108,,13,8,16,12,1.07,8.64
16-Aug-15,14:40,Fremantle,West Coast,Domain Stadium,80,104,,11,14,15,14,1.64,2.26
16-Aug-15,15:20,Western Bulldogs,Melbourne,Etihad Stadium,153,55,,24,9,8,7,1.22,4.28
16-Aug-15,13:10,Richmond,Gold Coast,MCG,138,55,,22,6,8,7,1.12,6.34
15-Aug-15,19:20,Brisbane,Carlton,Gabba,131,67,,20,11,9,13,1.64,2.27
15-Aug-15,19:20,Geelong,Hawthorn,MCG,85,121,,12,13,19,7,4.17,1.23
15-Aug-15,16:05,Port Adelaide,GWS Giants,Adelaide Oval,111,90,,16,15,13,12,1.26,3.91
15-Aug-15,14:10,North Melbourne,St Kilda,Blundstone Arena,120,83,,18,12,11,17,1.16,5.23
15-Aug-15,13:45,Essendon,Adelaide,Etihad Stadium,59,171,,8,11,27,9,3.54,1.3
14-Aug-15,19:50,Sydney,Collingwood,SCG,87,76,,13,9,10,16,1.35,3.24
9-Aug-15,16:40,St Kilda,Fremantle,Etihad Stadium,59,96,,8,11,15,6,2.72,1.46
9-Aug-15,15:20,GWS Giants,Essendon,Spotless Stadium,93,61,,14,9,8,13,1.26,3.88
9-Aug-15,13:10,Melbourne,North Melbourne,MCG,92,127,,14,8,19,13,3.39,1.32
8-Aug-15,15:40,West Coast,Hawthorn,Domain Stadium,74,88,,11,8,13,10,2.4,1.56
8-Aug-15,19:20,Geelong,Sydney,Simonds Stadium,95,63,,14,11,9,9,1.86,1.95
8-Aug-15,16:35,Brisbane,Gold Coast,Gabba,100,114,,14,16,17,12,2.57,1.51
8-Aug-15,14:10,Western Bulldogs,Port Adelaide,Etihad Stadium,128,64,,19,14,9,10,1.7,2.15
8-Aug-15,13:45,Collingwood,Carlton,MCG,105,87,,16,9,13,9,1.22,4.21
7-Aug-15,19:20,Adelaide,Richmond,Adelaide Oval,88,52,,11,22,8,4,2.13,1.71
2-Aug-15,14:40,Fremantle,GWS Giants,Domain Stadium,84,63,,12,12,9,9,1.2,4.41
2-Aug-15,15:20,Essendon,Western Bulldogs,Etihad Stadium,40,127,,5,10,19,13,2.84,1.42
2-Aug-15,12:40,Port Adelaide,St Kilda,Adelaide Oval,112,49,,17,10,6,13,1.19,4.63
1-Aug-15,19:20,Carlton,North Melbourne,Etihad Stadium,54,118,,8,6,18,10,5.55,1.14
1-Aug-15,19:20,Gold Coast,West Coast,Metricon Stadium,83,83,,12,11,11,17,8.22,1.08
1-Aug-15,16:35,Sydney,Adelaide,SCG,117,65,,17,15,9,11,1.4,2.96
1-Aug-15,14:10,Collingwood,Melbourne,MCG,54,91,,7,12,13,13,1.32,3.36
1-Aug-15,13:45,Geelong,Brisbane,Simonds Stadium,113,57,,17,11,8,9,1.11,6.73
31-Jul-15,19:50,Hawthorn,Richmond,MCG,53,71,,7,11,10,11,1.17,5.03
26-Jul-15,14:40,West Coast,Sydney,Domain Stadium,103,51,,15,13,7,9,1.29,3.61
26-Jul-15,15:20,Melbourne,St Kilda,MCG,46,83,,6,10,12,11,2.04,1.79
26-Jul-15,13:10,Western Bulldogs,Collingwood,Etihad Stadium,104,86,,15,14,13,8,2.21,1.67
25-Jul-15,19:20,Brisbane,North Melbourne,Gabba,38,110,,5,8,16,14,4.42,1.21
25-Jul-15,19:20,Essendon,Port Adelaide,Etihad Stadium,116,129,,17,14,20,9,3.37,1.32
25-Jul-15,16:35,Richmond,Fremantle,MCG,78,82,,10,18,12,10,1.77,2.04
25-Jul-15,13:40,Adelaide,Gold Coast,Adelaide Oval,125,80,,19,11,12,8,1.21,4.39
25-Jul-15,13:45,GWS Giants,Geelong,StarTrack Oval Canberra,42,69,,6,6,9,15,1.78,2.03
24-Jul-15,19:50,Carlton,Hawthorn,Etihad Stadium,35,173,,4,11,27,11,14.09,1.02
19-Jul-15,16:40,St Kilda,Richmond,Etihad Stadium,73,89,,10,13,13,11,2.85,1.42
19-Jul-15,14:50,Port Adelaide,Adelaide,Adelaide Oval,113,116,,17,11,18,8,1.57,2.41
19-Jul-15,13:10,Melbourne,Brisbane,MCG,60,36,,8,12,4,12,1.61,2.32
18-Jul-15,17:40,Fremantle,Carlton,Domain Stadium,95,53,,13,17,8,5,1.12,6.36
18-Jul-15,19:20,Sydney,Hawthorn,ANZ Stadium,57,146,,7,15,23,8,2.43,1.56
18-Jul-15,16:35,Collingwood,West Coast,Etihad Stadium,56,87,,7,14,11,21,2.45,1.55
18-Jul-15,14:10,Gold Coast,GWS Giants,Metricon Stadium,79,94,,12,7,13,16,2.23,1.66
18-Jul-15,13:45,Geelong,Western Bulldogs,Simonds Stadium,72,64,,10,12,9,10,1.57,2.4
17-Jul-15,19:50,North Melbourne,Essendon,Etihad Stadium,93,68,,14,9,9,14,1.2,4.52
12-Jul-15,16:40,Brisbane,Sydney,Gabba,49,70,,7,7,10,10,5.69,1.14
12-Jul-15,15:20,Hawthorn,Fremantle,Aurora Stadium,115,43,,17,13,6,7,1.4,2.95
12-Jul-15,13:10,GWS Giants,St Kilda,Spotless Stadium,84,49,,12,12,6,13,1.69,2.17
11-Jul-15,17:40,West Coast,Adelaide,Domain Stadium,147,91,,22,15,14,7,1.18,4.87
11-Jul-15,19:20,North Melbourne,Geelong,Etihad Stadium,120,79,,18,12,11,13,2.03,1.79
11-Jul-15,16:35,Western Bulldogs,Gold Coast,Cazaly’s Stadium,95,73,,14,11,11,7,1.65,2.25
11-Jul-15,13:40,Essendon,Melbourne,MCG,69,60,,10,9,7,18,2.64,1.48
10-Jul-15,19:50,Richmond,Carlton,MCG,71,41,,10,11,5,11,1.31,3.48
9-Jul-15,19:20,Port Adelaide,Collingwood,Adelaide Oval,66,63,,9,12,9,9,1.81,2
5-Jul-15,14:40,Fremantle,Brisbane,Domain Stadium,84,48,,13,6,7,6,1.03,11.65
5-Jul-15,13:10,Essendon,St Kilda,Etihad Stadium,52,162,,8,4,25,12,1.7,2.14
4-Jul-15,19:10,Melbourne,West Coast,TIO Stadium,60,114,,9,6,16,18,4.53,1.2
4-Jul-15,19:30,Western Bulldogs,Carlton,Etihad Stadium,64,53,,9,10,7,11,1.39,3.03
4-Jul-15,16:40,Gold Coast,North Melbourne,Metricon Stadium,125,70,,19,11,10,10,3.8,1.27
4-Jul-15,13:40,Richmond,GWS Giants,MCG,78,69,,10,18,10,9,1.18,4.87
3-Jul-15,19:50,Collingwood,Hawthorn,MCG,91,101,,12,19,15,11,3.47,1.3
2-Jul-15,19:20,Sydney,Port Adelaide,SCG,94,84,,14,10,12,12,1.44,2.76
28-Jun-15,15:20,Carlton,Gold Coast,Etihad Stadium,103,69,,14,19,9,15,1.42,2.88
27-Jun-15,19:20,St Kilda,Western Bulldogs,Etihad Stadium,56,62,,7,14,9,8,2.55,1.51
27-Jun-15,16:35,Brisbane,Adelaide,Gabba,69,82,,10,9,11,16,3.55,1.3
27-Jun-15,13:40,Hawthorn,Essendon,MCG,114,76,,16,18,11,10,1.06,9.26
26-Jun-15,19:50,Sydney,Richmond,SCG,77,95,,11,11,14,11,1.34,3.31
25-Jun-15,18:10,Fremantle,Collingwood,Domain Stadium,80,73,,12,8,11,7,1.33,3.34
21-Jun-15,15:20,Geelong,Melbourne,Simonds Stadium,89,113,,13,11,18,5,1.11,6.49
20-Jun-15,19:20,Western Bulldogs,Brisbane,Etihad Stadium,146,74,,22,14,11,8,1.29,3.68
20-Jun-15,19:35,GWS Giants,North Melbourne,Spotless Stadium,61,117,,8,13,18,9,2.96,1.4
20-Jun-15,13:40,Carlton,Port Adelaide,MCG,110,106,,17,8,16,10,3.21,1.35
19-Jun-15,19:50,Richmond,West Coast,MCG,70,90,,10,10,13,12,1.88,1.93
18-Jun-15,19:20,Adelaide,Hawthorn,Adelaide Oval,85,114,,12,13,17,12,2.99,1.4
14-Jun-15,16:40,St Kilda,Melbourne,Etihad Stadium,85,83,,12,13,12,11,1.65,2.24
14-Jun-15,13:10,Collingwood,GWS Giants,MCG,119,77,,18,11,11,11,1.65,2.25
13-Jun-15,19:20,North Melbourne,Sydney,Etihad Stadium,75,91,,10,15,14,7,2.56,1.51
13-Jun-15,14:35,West Coast,Essendon,Domain Stadium,96,46,,14,12,6,10,1.14,5.65
13-Jun-15,13:40,Gold Coast,Fremantle,Metricon Stadium,46,53,,7,4,6,17,9.37,1.06
12-Jun-15,19:20,Port Adelaide,Geelong,Adelaide Oval,69,92,,11,3,14,8,1.44,2.79
8-Jun-15,15:20,Melbourne,Collingwood,MCG,85,110,,13,7,17,8,3.92,1.25
7-Jun-15,16:40,St Kilda,Hawthorn,Etihad Stadium,69,132,,10,9,20,12,12.71,1.02
7-Jun-15,15:20,North Melbourne,West Coast,Blundstone Arena,85,75,,13,7,10,15,2.1,1.73
7-Jun-15,13:10,GWS Giants,Brisbane,Spotless Stadium,97,67,,14,13,10,7,1.08,7.65
6-Jun-15,19:10,Port Adelaide,Western Bulldogs,Adelaide Oval,100,62,,16,4,9,8,1.23,4.13
6-Jun-15,19:20,Essendon,Geelong,Etihad Stadium,53,122,,7,11,19,8,2,1.81
6-Jun-15,16:35,Gold Coast,Sydney,Metricon Stadium,41,93,,5,11,13,15,14.72,1.02
6-Jun-15,13:40,Carlton,Adelaide,MCG,90,99,,14,6,14,15,3.43,1.31
5-Jun-15,18:10,Fremantle,Richmond,Domain Stadium,70,97,,10,10,15,7,1.22,4.27
31-May-15,14:40,West Coast,Geelong,Domain Stadium,120,64,,16,24,10,4,1.45,2.75
31-May-15,15:20,Collingwood,North Melbourne,MCG,112,95,,17,10,14,11,1.89,1.92
31-May-15,13:10,Brisbane,St Kilda,Gabba,86,108,,13,8,16,12,1.63,2.28
30-May-15,19:10,Adelaide,Fremantle,Adelaide Oval,57,68,,7,15,10,8,3.58,1.3
30-May-15,19:25,Richmond,Essendon,MCG,72,59,,10,12,8,11,1.78,2.04
30-May-15,16:35,Western Bulldogs,GWS Giants,Etihad Stadium,113,68,,16,17,11,2,2.64,1.49
30-May-15,13:40,Melbourne,Port Adelaide,Traeger Park,54,115,,8,6,18,7,2.74,1.46
30-May-15,13:45,Hawthorn,Gold Coast,Aurora Stadium,93,40,,14,9,6,4,1.01,16.13
29-May-15,19:50,Sydney,Carlton,SCG,122,62,,19,8,9,8,1.02,15.07
24-May-15,16:10,Port Adelaide,Richmond,Adelaide Oval,43,76,,5,13,11,10,1.34,3.3
24-May-15,15:20,Melbourne,Western Bulldogs,MCG,103,64,,15,13,9,10,3.06,1.38
24-May-15,13:10,Essendon,Brisbane,Etihad Stadium,136,78,,21,10,12,6,1.22,4.39
23-May-15,17:40,Fremantle,North Melbourne,Domain Stadium,115,42,,17,13,5,12,1.2,4.61
23-May-15,19:20,Hawthorn,Sydney,MCG,69,73,,9,15,11,7,1.49,2.65
23-May-15,16:35,Gold Coast,Collingwood,Metricon Stadium,63,132,,9,9,20,12,3.7,1.29
23-May-15,14:10,GWS Giants,Adelaide,Spotless Stadium,108,84,,16,12,12,12,1.49,2.62
23-May-15,13:45,St Kilda,West Coast,Etihad Stadium,78,131,,12,6,20,11,5.03,1.18
22-May-15,19:50,Geelong,Carlton,Etihad Stadium,140,63,,22,8,9,9,1.23,4.21
17-May-15,16:40,Brisbane,Port Adelaide,Gabba,102,65,,15,12,8,17,4.61,1.2
17-May-15,15:20,Richmond,Collingwood,MCG,105,100,,16,9,15,10,1.97,1.83
17-May-15,13:10,Western Bulldogs,Fremantle,Etihad Stadium,88,101,,14,4,15,11,3.81,1.27
16-May-15,17:40,West Coast,Gold Coast,Domain Stadium,135,43,,21,9,6,7,1.1,7.05
16-May-15,19:20,Sydney,Geelong,ANZ Stadium,120,77,,18,12,11,11,1.21,4.42
16-May-15,16:35,Carlton,GWS Giants,Etihad Stadium,57,135,,9,3,19,21,2.55,1.51
16-May-15,14:10,Hawthorn,Melbourne,MCG,155,50,,24,11,7,8,1.08,7.9
16-May-15,13:15,Adelaide,St Kilda,Adelaide Oval,119,73,,18,11,10,13,1.22,4.36
15-May-15,19:50,Essendon,North Melbourne,Etihad Stadium,82,93,,12,10,13,15,2.88,1.42
10-May-15,16:10,Port Adelaide,West Coast,Adelaide Oval,68,78,,10,8,11,12,1.24,4.21
10-May-15,15:20,Carlton,Brisbane,Etihad Stadium,75,84,,11,9,12,12,1.31,3.53
9-May-15,18:10,Fremantle,Essendon,Domain Stadium,80,52,,12,8,7,10,1.2,4.68
9-May-15,19:20,Melbourne,Sydney,MCG,50,88,,7,8,12,16,5.22,1.17
9-May-15,17:10,Gold Coast,Adelaide,Metricon Stadium,78,119,,11,12,18,11,5.24,1.17
9-May-15,16:35,GWS Giants,Hawthorn,Spotless Stadium,108,98,,16,12,14,14,3.71,1.28
9-May-15,14:10,Western Bulldogs,St Kilda,Etihad Stadium,87,94,,13,9,14,10,1.45,2.73
9-May-15,13:45,North Melbourne,Richmond,Blundstone Arena,109,74,,16,13,10,14,1.59,2.35
8-May-15,19:50,Collingwood,Geelong,MCG,59,100,,8,11,15,10,1.58,2.38
3-May-15,16:10,Adelaide,Port Adelaide,Adelaide Oval,91,115,,13,13,18,7,2.28,1.63
3-May-15,15:20,St Kilda,Essendon,Etihad Stadium,80,82,,11,14,11,16,5.64,1.14
3-May-15,13:10,Melbourne,Fremantle,MCG,50,118,,6,14,18,10,5.2,1.17
2-May-15,17:40,West Coast,GWS Giants,Domain Stadium,120,33,,18,12,4,9,1.67,2.22
2-May-15,19:20,North Melbourne,Hawthorn,Etihad Stadium,70,130,,10,10,19,16,3.32,1.33
2-May-15,16:35,Gold Coast,Brisbane,Metricon Stadium,118,54,,18,10,7,12,2.08,1.76
2-May-15,14:10,Sydney,Western Bulldogs,SCG,73,77,,10,13,11,11,1.15,5.36
2-May-15,13:45,Richmond,Geelong,MCG,76,85,,11,10,12,13,1.63,2.28
1-May-15,19:50,Carlton,Collingwood,MCG,45,120,,6,9,18,12,2.41,1.58
26-Apr-15,16:40,Western Bulldogs,Adelaide,Etihad Stadium,125,68,,18,17,10,8,3.59,1.29
26-Apr-15,15:20,Geelong,North Melbourne,Simonds Stadium,67,83,,9,13,12,11,2.26,1.63
26-Apr-15,13:10,Brisbane,West Coast,Gabba,65,118,,9,11,17,16,2.7,1.46
25-Apr-15,18:45,Fremantle,Sydney,Domain Stadium,74,60,,11,8,8,12,1.6,2.36
25-Apr-15,19:10,Port Adelaide,Hawthorn,Adelaide Oval,99,91,,15,9,13,13,2.43,1.56
25-Apr-15,17:40,GWS Giants,Gold Coast,StarTrack Oval Canberra,119,53,,16,23,7,11,1.39,2.97
25-Apr-15,14:40,Essendon,Collingwood,MCG,49,69,,6,13,9,15,1.41,2.91
25-Apr-15,13:10,St Kilda,Carlton,Westpac Stadium,81,121,,12,9,18,13,3.14,1.36
24-Apr-15,19:50,Richmond,Melbourne,MCG,51,83,,6,15,12,11,1.31,3.46
19-Apr-15,14:40,West Coast,Fremantle,Domain Stadium,81,111,,12,9,17,9,3.88,1.27
19-Apr-15,15:20,Geelong,Gold Coast,Simonds Stadium,105,96,,16,9,13,18,1.17,5.2
19-Apr-15,13:10,Hawthorn,Western Bulldogs,Aurora Stadium,127,57,,19,13,8,9,1.06,9.69
18-Apr-15,19:20,Brisbane,Richmond,Gabba,58,137,,8,10,21,11,2.72,1.46
18-Apr-15,19:20,North Melbourne,Port Adelaide,Etihad Stadium,105,113,,16,9,17,11,1.9,1.9
18-Apr-15,16:35,Sydney,GWS Giants,SCG,111,90,,16,15,12,18,1.16,5.4
18-Apr-15,13:40,Adelaide,Melbourne,Adelaide Oval,80,55,,12,8,7,13,1.08,8.24
18-Apr-15,13:45,Carlton,Essendon,MCG,84,105,,11,18,16,9,3.83,1.27
17-Apr-15,19:50,Collingwood,St Kilda,MCG,140,66,,21,14,10,6,1.4,2.98
12-Apr-15,16:40,North Melbourne,Brisbane,Etihad Stadium,133,51,,20,13,7,9,1.14,5.78
12-Apr-15,15:20,Essendon,Hawthorn,MCG,78,76,,12,6,11,10,4.65,1.2
12-Apr-15,13:10,Geelong,Fremantle,Simonds Stadium,60,104,,9,6,15,14,2.26,1.65
11-Apr-15,19:10,Port Adelaide,Sydney,Adelaide Oval,44,92,,6,8,14,8,1.61,2.34
11-Apr-15,19:20,Gold Coast,St Kilda,Metricon Stadium,76,104,,10,16,16,8,1.19,4.85
11-Apr-15,16:35,Collingwood,Adelaide,Etihad Stadium,63,90,,9,9,12,18,2.95,1.41
11-Apr-15,14:10,GWS Giants,Melbourne,StarTrack Oval Canberra,101,56,,15,11,8,8,1.45,2.77
11-Apr-15,13:45,Richmond,Western Bulldogs,MCG,66,85,,9,12,12,13,1.35,3.26
10-Apr-15,18:10,West Coast,Carlton,Domain Stadium,131,62,,20,11,9,8,1.53,2.54
6-Apr-15,15:20,Hawthorn,Geelong,MCG,123,61,,17,21,8,13,1.36,3.16
5-Apr-15,14:50,Adelaide,North Melbourne,Adelaide Oval,140,63,,21,14,9,9,1.7,2.14
5-Apr-15,13:10,St Kilda,GWS Giants,Etihad Stadium,78,87,,11,12,12,15,3.43,1.32
5-Apr-15,16:40,Fremantle,Port Adelaide,Domain Stadium,75,68,,11,9,10,8,1.67,2.22
4-Apr-15,18:20,Brisbane,Collingwood,Gabba,74,86,,11,8,12,14,1.48,2.67
4-Apr-15,19:20,Western Bulldogs,West Coast,Etihad Stadium,97,87,,14,13,14,3,2.52,1.53
4-Apr-15,16:35,Sydney,Essendon,ANZ Stadium,72,60,,10,12,9,6,1.31,3.49
4-Apr-15,13:40,Melbourne,Gold Coast,MCG,115,89,,17,13,13,11,2.97,1.41
2-Apr-15,19:20,Carlton,Richmond,MCG,78,105,,11,12,15,15,2.53,1.53
27-Sep-14,14:30,Sydney,Hawthorn,MCG,74,137,Y,11,8,21,11,1.57,2.41
20-Sep-14,16:45,Hawthorn,Port Adelaide,MCG,97,94,Y,15,7,13,16,1.33,3.38
19-Sep-14,19:50,Sydney,North Melbourne,ANZ Stadium,136,65,Y,19,22,9,11,1.21,4.39
13-Sep-14,17:45,Fremantle,Port Adelaide,Domain Stadium,83,105,Y,11,17,15,15,1.59,2.34
12-Sep-14,19:50,Geelong,North Melbourne,MCG,92,98,Y,13,14,14,14,1.76,2.07
7-Sep-14,14:50,Port Adelaide,Richmond,Adelaide Oval,132,75,Y,20,12,11,9,1.41,2.88
6-Sep-14,19:15,North Melbourne,Essendon,MCG,93,81,Y,14,9,12,9,1.68,2.19
6-Sep-14,14:45,Sydney,Fremantle,ANZ Stadium,93,69,Y,13,15,10,9,1.39,3.04
